id,algorithm
1374,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
1374,Decision Trees or Random Forests
1374,Recurrent Neural Networks
1374,Generative Adversarial Networks
1375,Linear or Logistic Regression
1378,Linear or Logistic Regression
1378,"Dense Neural Networks (MLPs, etc)"
1379,Linear or Logistic Regression
1379,Decision Trees or Random Forests
1379,Bayesian Approaches
1380,Linear or Logistic Regression
1380,Convolutional Neural Networks
1380,Decision Trees or Random Forests
1380,Bayesian Approaches
1381,Linear or Logistic Regression
1381,Decision Trees or Random Forests
1383,Decision Trees or Random Forests
1383,Generative Adversarial Networks
1383,"Transformer Networks (BERT, gpt-3, etc)"
1383,Convolutional Neural Networks
1383,Recurrent Neural Networks
1383,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
1383,Bayesian Approaches
1383,Linear or Logistic Regression
1383,"Dense Neural Networks (MLPs, etc)"
1384,Decision Trees or Random Forests
1384,Linear or Logistic Regression
1385,Linear or Logistic Regression
1385,Decision Trees or Random Forests
1385,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
1386,Recurrent Neural Networks
1386,Decision Trees or Random Forests
1386,Convolutional Neural Networks
1386,Linear or Logistic Regression
1386,Bayesian Approaches
1387,Convolutional Neural Networks
1387,Linear or Logistic Regression
1388,Linear or Logistic Regression
1389,Convolutional Neural Networks
1389,"Autoencoder Networks (DAE, VAE, etc)"
1389,"Transformer Networks (BERT, gpt-3, etc)"
1390,"Transformer Networks (BERT, gpt-3, etc)"
1390,Linear or Logistic Regression
1390,Other
1391,Bayesian Approaches
1391,Convolutional Neural Networks
1391,Linear or Logistic Regression
1392,"Dense Neural Networks (MLPs, etc)"
1392,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
1392,Linear or Logistic Regression
1392,Decision Trees or Random Forests
1393,"Autoencoder Networks (DAE, VAE, etc)"
1393,Linear or Logistic Regression
1393,Convolutional Neural Networks
1393,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
1393,Recurrent Neural Networks
1393,"Dense Neural Networks (MLPs, etc)"
1393,Decision Trees or Random Forests
1393,Bayesian Approaches
1395,Graph Neural Networks
1395,Decision Trees or Random Forests
1395,Linear or Logistic Regression
1395,Recurrent Neural Networks
1396,Convolutional Neural Networks
1400,Decision Trees or Random Forests
1400,Convolutional Neural Networks
1400,Bayesian Approaches
1402,Linear or Logistic Regression
1402,Convolutional Neural Networks
1402,Bayesian Approaches
1402,Evolutionary Approaches
1402,"Dense Neural Networks (MLPs, etc)"
1405,Linear or Logistic Regression
1405,Decision Trees or Random Forests
1406,"Transformer Networks (BERT, gpt-3, etc)"
1406,"Dense Neural Networks (MLPs, etc)"
1406,"Autoencoder Networks (DAE, VAE, etc)"
1408,Decision Trees or Random Forests
1408,Other
1408,Linear or Logistic Regression
1409,"Dense Neural Networks (MLPs, etc)"
1409,Linear or Logistic Regression
1409,Recurrent Neural Networks
1409,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
1409,Decision Trees or Random Forests
1410,Convolutional Neural Networks
1410,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
1410,Bayesian Approaches
1410,Linear or Logistic Regression
1410,Decision Trees or Random Forests
1412,Other
1412,Linear or Logistic Regression
1413,Recurrent Neural Networks
1413,Linear or Logistic Regression
1414,Linear or Logistic Regression
1414,Decision Trees or Random Forests
1415,Convolutional Neural Networks
1415,Decision Trees or Random Forests
1415,"Dense Neural Networks (MLPs, etc)"
1415,Linear or Logistic Regression
1415,Recurrent Neural Networks
1415,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
1415,Generative Adversarial Networks
1419,Linear or Logistic Regression
1419,Decision Trees or Random Forests
1419,Bayesian Approaches
1422,Other
1422,"Transformer Networks (BERT, gpt-3, etc)"
1423,Linear or Logistic Regression
1423,Convolutional Neural Networks
1424,Bayesian Approaches
1424,Linear or Logistic Regression
1426,Linear or Logistic Regression
1428,Decision Trees or Random Forests
1428,Linear or Logistic Regression
1431,Graph Neural Networks
1431,Decision Trees or Random Forests
1431,Linear or Logistic Regression
1435,Decision Trees or Random Forests
1435,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
1435,Linear or Logistic Regression
1436,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
1437,Linear or Logistic Regression
1440,Other
1441,Convolutional Neural Networks
1441,Graph Neural Networks
1441,Decision Trees or Random Forests
1441,Bayesian Approaches
1441,Linear or Logistic Regression
1442,Linear or Logistic Regression
1442,Decision Trees or Random Forests
1446,"Dense Neural Networks (MLPs, etc)"
1446,Linear or Logistic Regression
1446,Decision Trees or Random Forests
1446,Convolutional Neural Networks
1447,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
1447,Linear or Logistic Regression
1447,Convolutional Neural Networks
1447,Decision Trees or Random Forests
1448,Recurrent Neural Networks
1451,Decision Trees or Random Forests
1451,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
1451,Linear or Logistic Regression
1452,Linear or Logistic Regression
1452,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
1453,Linear or Logistic Regression
1453,Decision Trees or Random Forests
1453,"Transformer Networks (BERT, gpt-3, etc)"
1455,"Transformer Networks (BERT, gpt-3, etc)"
1455,Graph Neural Networks
1455,Evolutionary Approaches
1455,"Autoencoder Networks (DAE, VAE, etc)"
1455,"Dense Neural Networks (MLPs, etc)"
1456,Linear or Logistic Regression
1460,Linear or Logistic Regression
1460,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
1460,"Autoencoder Networks (DAE, VAE, etc)"
1460,"Transformer Networks (BERT, gpt-3, etc)"
1460,Decision Trees or Random Forests
1461,Decision Trees or Random Forests
1461,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
1461,Linear or Logistic Regression
1462,Recurrent Neural Networks
1462,Linear or Logistic Regression
1462,"Dense Neural Networks (MLPs, etc)"
1462,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
1462,Convolutional Neural Networks
1462,Decision Trees or Random Forests
1463,Linear or Logistic Regression
1463,Decision Trees or Random Forests
1464,Linear or Logistic Regression
1464,Convolutional Neural Networks
1464,Decision Trees or Random Forests
1464,Bayesian Approaches
1465,"Dense Neural Networks (MLPs, etc)"
1465,Convolutional Neural Networks
1465,Recurrent Neural Networks
1465,Bayesian Approaches
1465,Decision Trees or Random Forests
1465,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
1465,Linear or Logistic Regression
1467,Recurrent Neural Networks
1467,Bayesian Approaches
1467,"Autoencoder Networks (DAE, VAE, etc)"
1467,Convolutional Neural Networks
1467,Linear or Logistic Regression
1467,"Dense Neural Networks (MLPs, etc)"
1469,Bayesian Approaches
1469,Decision Trees or Random Forests
1469,Convolutional Neural Networks
1469,Linear or Logistic Regression
1470,Decision Trees or Random Forests
1470,Convolutional Neural Networks
1470,Recurrent Neural Networks
1470,Linear or Logistic Regression
1471,Generative Adversarial Networks
1471,"Dense Neural Networks (MLPs, etc)"
1471,"Transformer Networks (BERT, gpt-3, etc)"
1471,"Autoencoder Networks (DAE, VAE, etc)"
1471,Convolutional Neural Networks
1471,Bayesian Approaches
1471,Recurrent Neural Networks
1471,Decision Trees or Random Forests
1471,Linear or Logistic Regression
1471,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
1474,Decision Trees or Random Forests
1474,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
1474,Linear or Logistic Regression
1476,Linear or Logistic Regression
1476,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
1476,Decision Trees or Random Forests
1478,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
1478,Decision Trees or Random Forests
1478,Linear or Logistic Regression
1480,Evolutionary Approaches
1480,Other
1480,Decision Trees or Random Forests
1480,"Dense Neural Networks (MLPs, etc)"
1480,Convolutional Neural Networks
1480,"Autoencoder Networks (DAE, VAE, etc)"
1480,Bayesian Approaches
1480,Recurrent Neural Networks
1480,Linear or Logistic Regression
1480,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
1481,Decision Trees or Random Forests
1481,Linear or Logistic Regression
1481,Recurrent Neural Networks
1481,Generative Adversarial Networks
1481,Evolutionary Approaches
1481,Graph Neural Networks
1481,Convolutional Neural Networks
1481,"Dense Neural Networks (MLPs, etc)"
1482,Linear or Logistic Regression
1482,Convolutional Neural Networks
1482,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
1482,Decision Trees or Random Forests
1483,Decision Trees or Random Forests
1483,Linear or Logistic Regression
1483,Convolutional Neural Networks
1483,Bayesian Approaches
1484,"Dense Neural Networks (MLPs, etc)"
1484,Decision Trees or Random Forests
1484,Linear or Logistic Regression
1484,Bayesian Approaches
1484,Convolutional Neural Networks
1484,"Transformer Networks (BERT, gpt-3, etc)"
1485,"Transformer Networks (BERT, gpt-3, etc)"
1485,Linear or Logistic Regression
1485,Decision Trees or Random Forests
1485,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
1488,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
1488,Decision Trees or Random Forests
1488,Linear or Logistic Regression
1489,Decision Trees or Random Forests
1489,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
1489,Linear or Logistic Regression
1490,Decision Trees or Random Forests
1491,Recurrent Neural Networks
1491,Linear or Logistic Regression
1491,Bayesian Approaches
1491,Graph Neural Networks
1491,Decision Trees or Random Forests
1492,Convolutional Neural Networks
1492,Decision Trees or Random Forests
1492,Bayesian Approaches
1492,Linear or Logistic Regression
1492,"Transformer Networks (BERT, gpt-3, etc)"
1494,Linear or Logistic Regression
1496,Decision Trees or Random Forests
1496,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
1496,Linear or Logistic Regression
1500,"Dense Neural Networks (MLPs, etc)"
1500,Decision Trees or Random Forests
1500,"Transformer Networks (BERT, gpt-3, etc)"
1500,Linear or Logistic Regression
1500,Convolutional Neural Networks
1500,Recurrent Neural Networks
1500,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
1504,Linear or Logistic Regression
1505,Convolutional Neural Networks
1505,Decision Trees or Random Forests
1507,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
1507,Graph Neural Networks
1507,Convolutional Neural Networks
1507,Linear or Logistic Regression
1507,Bayesian Approaches
1507,"Dense Neural Networks (MLPs, etc)"
1507,Decision Trees or Random Forests
1507,Recurrent Neural Networks
1509,Linear or Logistic Regression
1509,Decision Trees or Random Forests
1509,Evolutionary Approaches
1510,Linear or Logistic Regression
1510,Decision Trees or Random Forests
1510,"Dense Neural Networks (MLPs, etc)"
1510,Bayesian Approaches
1513,Linear or Logistic Regression
1514,Linear or Logistic Regression
1514,Convolutional Neural Networks
1514,Decision Trees or Random Forests
1514,"Dense Neural Networks (MLPs, etc)"
1515,"Autoencoder Networks (DAE, VAE, etc)"
1515,Decision Trees or Random Forests
1515,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
1515,Linear or Logistic Regression
1515,Convolutional Neural Networks
1518,"Dense Neural Networks (MLPs, etc)"
1518,"Transformer Networks (BERT, gpt-3, etc)"
1518,Recurrent Neural Networks
1518,Linear or Logistic Regression
1519,Linear or Logistic Regression
1519,Convolutional Neural Networks
1520,Linear or Logistic Regression
1522,Bayesian Approaches
1522,Other
1522,Decision Trees or Random Forests
1522,"Dense Neural Networks (MLPs, etc)"
1522,"Transformer Networks (BERT, gpt-3, etc)"
1522,Graph Neural Networks
1522,"Autoencoder Networks (DAE, VAE, etc)"
1522,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
1524,Decision Trees or Random Forests
1524,Bayesian Approaches
1524,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
1524,Linear or Logistic Regression
1525,Linear or Logistic Regression
1525,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
1527,Recurrent Neural Networks
1527,Other
1527,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
1527,Convolutional Neural Networks
1529,Linear or Logistic Regression
1529,Convolutional Neural Networks
1529,Decision Trees or Random Forests
1529,"Dense Neural Networks (MLPs, etc)"
1532,Convolutional Neural Networks
1532,Evolutionary Approaches
1532,Recurrent Neural Networks
1532,Bayesian Approaches
1532,Graph Neural Networks
1532,"Dense Neural Networks (MLPs, etc)"
1532,Decision Trees or Random Forests
1534,Decision Trees or Random Forests
1534,Linear or Logistic Regression
1534,Bayesian Approaches
1534,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
1535,Other
1537,Decision Trees or Random Forests
1537,Linear or Logistic Regression
1538,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
1538,Bayesian Approaches
1538,Linear or Logistic Regression
1538,Decision Trees or Random Forests
1541,Linear or Logistic Regression
1542,Evolutionary Approaches
1542,Convolutional Neural Networks
1542,Decision Trees or Random Forests
1542,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
1542,"Dense Neural Networks (MLPs, etc)"
1542,Linear or Logistic Regression
1542,"Transformer Networks (BERT, gpt-3, etc)"
1542,Recurrent Neural Networks
1542,Graph Neural Networks
1543,Linear or Logistic Regression
1543,Decision Trees or Random Forests
1543,Recurrent Neural Networks
1543,Bayesian Approaches
1543,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
1543,Convolutional Neural Networks
1543,"Dense Neural Networks (MLPs, etc)"
1544,Bayesian Approaches
1544,Decision Trees or Random Forests
1544,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
1544,Convolutional Neural Networks
1544,Linear or Logistic Regression
1545,Decision Trees or Random Forests
1545,Convolutional Neural Networks
1545,Linear or Logistic Regression
1546,Bayesian Approaches
1549,Convolutional Neural Networks
1549,Recurrent Neural Networks
1549,"Transformer Networks (BERT, gpt-3, etc)"
1549,Decision Trees or Random Forests
1550,Linear or Logistic Regression
1550,Evolutionary Approaches
1552,Linear or Logistic Regression
1552,Bayesian Approaches
1553,Bayesian Approaches
1553,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
1553,Decision Trees or Random Forests
1553,Linear or Logistic Regression
1554,Graph Neural Networks
1554,Decision Trees or Random Forests
1554,"Dense Neural Networks (MLPs, etc)"
1554,Convolutional Neural Networks
1554,Recurrent Neural Networks
1554,Linear or Logistic Regression
1555,Convolutional Neural Networks
1557,Convolutional Neural Networks
1558,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
1558,Decision Trees or Random Forests
1558,Linear or Logistic Regression
1559,Linear or Logistic Regression
1560,Decision Trees or Random Forests
1560,Graph Neural Networks
1560,Bayesian Approaches
1560,Linear or Logistic Regression
1560,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
1566,Linear or Logistic Regression
1566,Decision Trees or Random Forests
1567,Linear or Logistic Regression
1569,Decision Trees or Random Forests
1569,Convolutional Neural Networks
1570,Convolutional Neural Networks
1570,Recurrent Neural Networks
1570,"Dense Neural Networks (MLPs, etc)"
1570,Linear or Logistic Regression
1571,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
1571,Linear or Logistic Regression
1571,Decision Trees or Random Forests
1571,Convolutional Neural Networks
1574,Bayesian Approaches
1574,Decision Trees or Random Forests
1574,Linear or Logistic Regression
1574,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
1575,Linear or Logistic Regression
1575,Decision Trees or Random Forests
1577,Linear or Logistic Regression
